0,Magnitude,Name,Time,Last Updated,TZ,URL,Details,Felt,CDI,MMI,Alert,Status,Tsunami,SIG,Net,Code,IDS,Sources,Types,NST,DMIN,RMS,GAP,MagType,Etype,Title,Location Type,Coordinates
625,4.3,Iceland region,1.11705E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000drjv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000drjv&format=geojson,,,,,reviewed,0,284,us,p000drjv,",usp000drjv,",",us,",",impact-text,origin,phase-data,",44,,0.99,131,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.522, 62.117, 10]"
626,3.8,Iceland region,1.11687E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dreu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dreu&format=geojson,,,,,reviewed,0,222,us,p000dreu,",usp000dreu,",",us,",",impact-text,origin,phase-data,",14,,0.61,135.3,mb,earthquake,M 3.8 - Iceland region,Point,"[-26.447, 62.303, 10]"
627,4.5,Iceland region,1.1168E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000drd4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000drd4&format=geojson,,,,,reviewed,0,312,us,p000drd4,",usp000drd4,",",us,",",impact-text,origin,phase-data,",45,,0.89,143.8,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.45, 62.074, 10]"
629,4.2,Iceland region,1.1167E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dra4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dra4&format=geojson,,,,,reviewed,0,271,us,p000dra4,",usp000dra4,",",us,",",impact-text,origin,phase-data,",15,,1.27,131,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.531, 62.123, 10]"
631,4.5,Iceland region,1.1165E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dr5k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dr5k&format=geojson,,,,,reviewed,0,312,us,p000dr5k,",usp000dr5k,",",us,",",impact-text,origin,phase-data,",35,,0.86,123.1,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.591, 62.242, 10]"
632,4.5,Iceland region,1.1165E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dr5h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dr5h&format=geojson,,,,,reviewed,0,312,us,p000dr5h,",usp000dr5h,",",us,",",impact-text,origin,phase-data,",23,,0.98,131,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.564, 62.118, 10]"
633,4.2,Iceland region,1.11643E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dr3t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dr3t&format=geojson,,,,,reviewed,0,271,us,p000dr3t,",usp000dr3t,",",us,",",impact-text,origin,phase-data,",13,,1.02,130.1,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.469, 62.245, 10]"
634,4.2,Iceland region,1.11637E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dr2g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dr2g&format=geojson,,,,,reviewed,0,271,us,p000dr2g,",usp000dr2g,",",us,",",impact-text,origin,phase-data,",11,,1.3,149.7,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.595, 62.275, 10]"
635,4.4,Iceland region,1.11635E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dr1s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dr1s&format=geojson,,,,,reviewed,0,298,us,p000dr1s,",usp000dr1s,",",us,",",impact-text,origin,phase-data,",25,,1.16,160.9,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.43, 62.259, 10]"
636,4.4,Iceland region,1.11628E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqzs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqzs&format=geojson,,,,,reviewed,0,298,us,p000dqzs,",usp000dqzs,",",us,",",impact-text,origin,phase-data,",14,,0.91,158.6,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.587, 62.399, 10]"
637,4.4,Iceland region,1.11628E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqzm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqzm&format=geojson,,,,,reviewed,0,298,us,p000dqzm,",usp000dqzm,",",us,",",impact-text,origin,phase-data,",37,,0.79,130.1,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.317, 62.3, 10]"
638,4.6,Iceland region,1.11625E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqz0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqz0&format=geojson,,,,,reviewed,0,326,us,p000dqz0,",usp000dqz0,",",us,",",impact-text,origin,phase-data,",16,,1.03,149.4,mb,earthquake,M 4.6 - Iceland region,Point,"[-26.449, 62.248, 10]"
639,4.4,Iceland region,1.11621E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqxt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqxt&format=geojson,,,,,reviewed,0,298,us,p000dqxt,",usp000dqxt,",",us,",",impact-text,origin,phase-data,",55,,0.94,67.9,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.347, 62.174, 10]"
640,4.3,Iceland region,1.11619E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqwy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqwy&format=geojson,,,,,reviewed,0,284,us,p000dqwy,",usp000dqwy,",",us,",",impact-text,origin,phase-data,",37,,0.99,130.4,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.194, 62.22, 10]"
641,4.1,Iceland region,1.11618E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqwk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqwk&format=geojson,,,,,reviewed,0,259,us,p000dqwk,",usp000dqwk,",",us,",",impact-text,origin,phase-data,",13,,0.9,178.5,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.411, 62.277, 10]"
642,3.9,Iceland region,1.11618E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqwj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqwj&format=geojson,,,,,reviewed,0,234,us,p000dqwj,",usp000dqwj,",",us,",",impact-text,origin,phase-data,",11,,0.86,178.4,mb,earthquake,M 3.9 - Iceland region,Point,"[-26.409, 62.263, 10]"
643,4.4,Iceland region,1.11616E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqvv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqvv&format=geojson,,,,,reviewed,0,298,us,p000dqvv,",usp000dqvv,",",us,",",impact-text,origin,phase-data,",37,,1.01,132.9,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.369, 62.158, 10]"
644,4.3,Iceland region,1.11616E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqvr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqvr&format=geojson,,,,,reviewed,0,284,us,p000dqvr,",usp000dqvr,",",us,",",impact-text,origin,phase-data,",23,,0.83,149.5,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.182, 62.212, 10]"
645,4.2,Iceland region,1.11615E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqvb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqvb&format=geojson,,,,,reviewed,0,271,us,p000dqvb,",usp000dqvb,",",us,",",impact-text,origin,phase-data,",42,,0.91,123.1,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.513, 62.213, 10]"
646,4.2,Iceland region,1.11613E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dquy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dquy&format=geojson,,,,,reviewed,0,271,us,p000dquy,",usp000dquy,",",us,",",impact-text,origin,phase-data,",12,,0.82,132.8,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.401, 62.252, 10]"
647,4.3,Iceland region,1.11613E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqux,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqux&format=geojson,,,,,reviewed,0,284,us,p000dqux,",usp000dqux,",",us,",",impact-text,origin,phase-data,",45,,0.85,130.6,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.431, 62.211, 10]"
648,4.3,Iceland region,1.11612E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dquh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dquh&format=geojson,,,,,reviewed,0,284,us,p000dquh,",usp000dquh,",",us,",",impact-text,origin,phase-data,",19,,1.02,149.5,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.127, 62.194, 10]"
649,4.6,Iceland region,1.11611E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqu4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqu4&format=geojson,,,,,reviewed,0,326,us,p000dqu4,",usp000dqu4,",",us,",",impact-text,origin,phase-data,",135,,0.99,57.6,mb,earthquake,M 4.6 - Iceland region,Point,"[-26.303, 62.224, 10]"
650,4.1,Iceland region,1.11611E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqu2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqu2&format=geojson,,,,,reviewed,0,259,us,p000dqu2,",usp000dqu2,",",us,",",impact-text,origin,phase-data,",13,,1.1,158.6,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.411, 62.376, 10]"
651,4.3,Iceland region,1.1161E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqu0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqu0&format=geojson,,,,,reviewed,0,284,us,p000dqu0,",usp000dqu0,",",us,",",impact-text,origin,phase-data,",43,,1.01,131,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.489, 62.099, 10]"
652,4.4,Iceland region,1.1161E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqtr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqtr&format=geojson,,,,,reviewed,0,298,us,p000dqtr,",usp000dqtr,",",us,",",impact-text,origin,phase-data,",42,,1.06,134.7,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.145, 62.217, 10]"
653,4.3,Iceland region,1.11609E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqtm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqtm&format=geojson,,,,,reviewed,0,284,us,p000dqtm,",usp000dqtm,",",us,",",impact-text,origin,phase-data,",53,,0.89,130.7,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.354, 62.153, 10]"
654,4.5,Iceland region,1.11608E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqt8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqt8&format=geojson,,,,,reviewed,0,312,us,p000dqt8,",usp000dqt8,",",us,",",impact-text,origin,phase-data,",10,,1.22,132.9,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.525, 62.25, 10]"
655,4.3,Iceland region,1.11608E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqt7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqt7&format=geojson,,,,,reviewed,0,284,us,p000dqt7,",usp000dqt7,",",us,",",impact-text,origin,phase-data,",29,,0.92,130.6,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.221, 62.154, 10]"
656,4.3,Iceland region,1.11608E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqt3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqt3&format=geojson,,,,,reviewed,0,284,us,p000dqt3,",usp000dqt3,",",us,",",impact-text,origin,phase-data,",42,,0.77,130.8,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.477, 62.159, 10]"
657,4.1,Iceland region,1.11607E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqsz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqsz&format=geojson,,,,,reviewed,0,259,us,p000dqsz,",usp000dqsz,",",us,",",impact-text,origin,phase-data,",17,,0.94,159.2,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.415, 62.278, 10]"
659,4.2,Iceland region,1.11607E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqss&format=geojson,,,,,reviewed,0,271,us,p000dqss,",usp000dqss,",",us,",",impact-text,origin,phase-data,",10,,0.73,162.1,mb,earthquake,M 4.2 - Iceland region,Point,"[-25.867, 61.943, 10]"
660,4.3,Iceland region,1.11606E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqsg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqsg&format=geojson,,,,,reviewed,0,284,us,p000dqsg,",usp000dqsg,",",us,",",impact-text,origin,phase-data,",40,,1.05,135.7,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.419, 62.11, 10]"
661,4.3,Iceland region,1.11606E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqsa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqsa&format=geojson,,,,,reviewed,0,284,us,p000dqsa,",usp000dqsa,",",us,",",impact-text,origin,phase-data,",52,,1,75.1,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.34, 62.162, 10]"
662,3.9,Iceland region,1.11604E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqrp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqrp&format=geojson,,,,,reviewed,0,234,us,p000dqrp,",usp000dqrp,",",us,",",impact-text,origin,phase-data,",7,,0.96,222.9,mb,earthquake,M 3.9 - Iceland region,Point,"[-26.702, 62.517, 10]"
663,4.1,Iceland region,1.11604E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqrf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqrf&format=geojson,,,,,reviewed,0,259,us,p000dqrf,",usp000dqrf,",",us,",",impact-text,origin,phase-data,",10,,1.07,220.1,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.497, 62.123, 10]"
666,4.3,Iceland region,1.11595E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqnr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqnr&format=geojson,,,,,reviewed,0,284,us,p000dqnr,",usp000dqnr,",",us,",",impact-text,origin,phase-data,",66,,0.75,125.2,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.422, 62.106, 10]"
667,4.4,Iceland region,1.11594E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqnc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqnc&format=geojson,,,,,reviewed,0,298,us,p000dqnc,",usp000dqnc,",",us,",",impact-text,origin,phase-data,",104,,0.87,62.1,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.57, 61.98, 10]"
668,4.4,Iceland region,1.11593E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqn1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqn1&format=geojson,,,,,reviewed,0,298,us,p000dqn1,",usp000dqn1,",",us,",",impact-text,origin,phase-data,",80,,0.9,119.1,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.622, 62.057, 10]"
669,4.4,Iceland region,1.11592E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqmu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqmu&format=geojson,,,,,reviewed,0,298,us,p000dqmu,",usp000dqmu,",",us,",",impact-text,origin,phase-data,",6,,0.72,198.6,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.524, 62.871, 10]"
670,4.1,Iceland region,1.11592E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqmq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqmq&format=geojson,,,,,reviewed,0,259,us,p000dqmq,",usp000dqmq,",",us,",",impact-text,origin,phase-data,",22,,0.88,143.4,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.548, 62.281, 10]"
671,4.3,Iceland region,1.11591E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqmh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqmh&format=geojson,,,,,reviewed,0,284,us,p000dqmh,",usp000dqmh,",",us,",",impact-text,origin,phase-data,",51,,0.73,134.6,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.407, 62.189, 10]"
672,4.4,Iceland region,1.11589E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqkt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqkt&format=geojson,,,,,reviewed,0,298,us,p000dqkt,",usp000dqkt,",",us,",",impact-text,origin,phase-data,",17,,1.5,98.9,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.628, 62.209, 10]"
673,4.4,Iceland region,1.11589E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqkh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqkh&format=geojson,,,,,reviewed,0,298,us,p000dqkh,",usp000dqkh,",",us,",",impact-text,origin,phase-data,",60,,0.93,80.9,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.708, 62.048, 10]"
674,3.7,Iceland region,1.11589E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqke&format=geojson,,,,,reviewed,0,211,us,p000dqke,",usp000dqke,",",us,",",impact-text,origin,phase-data,",7,,0.87,176.9,mb,earthquake,M 3.7 - Iceland region,Point,"[-26.866, 62.706, 10]"
675,4.3,Iceland region,1.11587E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqjy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqjy&format=geojson,,,,,reviewed,0,284,us,p000dqjy,",usp000dqjy,",",us,",",impact-text,origin,phase-data,",61,,0.79,89.4,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.596, 61.97, 10]"
676,4.3,Iceland region,1.11587E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqju,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqju&format=geojson,,,,,reviewed,0,284,us,p000dqju,",usp000dqju,",",us,",",impact-text,origin,phase-data,",30,,0.81,134.4,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.615, 62.106, 10]"
677,4.2,Iceland region,1.11587E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqjt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqjt&format=geojson,,,,,reviewed,0,271,us,p000dqjt,",usp000dqjt,",",us,",",impact-text,origin,phase-data,",41,,1.05,143.1,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.621, 62.04, 10]"
678,4.2,Iceland region,1.11586E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqjr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqjr&format=geojson,,,,,reviewed,0,271,us,p000dqjr,",usp000dqjr,",",us,",",impact-text,origin,phase-data,",34,,0.82,130.1,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.531, 62.209, 10]"
679,4.3,Iceland region,1.11586E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqjn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqjn&format=geojson,,,,,reviewed,0,284,us,p000dqjn,",usp000dqjn,",",us,",",impact-text,origin,phase-data,",17,,1.03,146.6,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.711, 62.211, 10]"
681,4.3,Iceland region,1.11585E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqj9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqj9&format=geojson,,,,,reviewed,0,284,us,p000dqj9,",usp000dqj9,",",us,",",impact-text,origin,phase-data,",47,,0.68,135.9,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.473, 62.043, 10]"
682,4.3,Iceland region,1.11585E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqj5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqj5&format=geojson,,,,,reviewed,0,284,us,p000dqj5,",usp000dqj5,",",us,",",impact-text,origin,phase-data,",29,,0.78,143.5,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.551, 62.053, 10]"
683,4.4,Iceland region,1.11584E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhy&format=geojson,,,,,reviewed,0,298,us,p000dqhy,",usp000dqhy,",",us,",",impact-text,origin,phase-data,",33,,0.96,139.1,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.476, 62.065, 10]"
684,4.6,Iceland region,1.11584E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhw&format=geojson,,,,,reviewed,0,326,us,p000dqhw,",usp000dqhw,",",us,",",impact-text,origin,phase-data,",113,,0.72,104.6,mb,earthquake,M 4.6 - Iceland region,Point,"[-26.464, 62.03, 10]"
685,4.6,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhn&format=geojson,,,,,reviewed,0,326,us,p000dqhn,",usp000dqhn,",",us,",",impact-text,origin,phase-data,",79,,0.91,130.2,mb,earthquake,M 4.6 - Iceland region,Point,"[-26.3, 62.294, 10]"
686,4.5,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhm&format=geojson,,,,,reviewed,0,312,us,p000dqhm,",usp000dqhm,",",us,",",impact-text,origin,phase-data,",14,,1.06,171.2,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.538, 62.096, 10]"
687,4.4,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhh&format=geojson,,,,,reviewed,0,298,us,p000dqhh,",usp000dqhh,",",us,",",impact-text,origin,phase-data,",73,,0.84,67.4,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.472, 62.194, 10]"
688,4.4,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhg&format=geojson,,,,,reviewed,0,298,us,p000dqhg,",usp000dqhg,",",us,",",impact-text,origin,phase-data,",44,,0.78,68.2,mb,earthquake,M 4.4 - Iceland region,Point,"[-26.44, 62.056, 10]"
689,4.5,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhf&format=geojson,,,,,reviewed,0,312,us,p000dqhf,",usp000dqhf,",",us,",",impact-text,origin,phase-data,",59,,1.05,131.5,mb,earthquake,M 4.5 - Iceland region,Point,"[-26.393, 61.88, 10]"
690,4.3,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhe&format=geojson,,,,,reviewed,0,284,us,p000dqhe,",usp000dqhe,",",us,",",impact-text,origin,phase-data,",43,,1.06,144.4,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.507, 62.065, 10]"
691,4.1,Iceland region,1.11583E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqhd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqhd&format=geojson,,,,,reviewed,0,259,us,p000dqhd,",usp000dqhd,",",us,",",impact-text,origin,phase-data,",21,,1.16,159,mb,earthquake,M 4.1 - Iceland region,Point,"[-26.407, 62.304, 10]"
692,4.3,Iceland region,1.11582E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqh4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqh4&format=geojson,,,,,reviewed,0,284,us,p000dqh4,",usp000dqh4,",",us,",",impact-text,origin,phase-data,",10,,0.76,135.1,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.528, 62.182, 10]"
693,4.7,Iceland region,1.11582E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqh3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqh3&format=geojson,,,,,reviewed,0,340,us,p000dqh3,",usp000dqh3,",",us,",",impact-text,origin,phase-data,",14,,1.11,130.9,mb,earthquake,M 4.7 - Iceland region,Point,"[-26.354, 62.105, 10]"
695,4.2,Iceland region,1.11582E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqgz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqgz&format=geojson,,,,,reviewed,0,271,us,p000dqgz,",usp000dqgz,",",us,",",impact-text,origin,phase-data,",14,,0.81,130.9,mb,earthquake,M 4.2 - Iceland region,Point,"[-26.387, 62.109, 10]"
696,4.3,Iceland region,1.11582E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqgx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqgx&format=geojson,,,,,reviewed,0,284,us,p000dqgx,",usp000dqgx,",",us,",",impact-text,origin,phase-data,",28,,0.81,157.6,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.32, 62.194, 10]"
697,4.3,Iceland region,1.11582E+12,1.41532E+12,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqgw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000dqgw&format=geojson,,,,,reviewed,0,284,us,p000dqgw,",usp000dqgw,",",us,",",impact-text,origin,phase-data,",27,,0.96,149.7,mb,earthquake,M 4.3 - Iceland region,Point,"[-26.249, 62.162, 10]"
